# Program:featureCounts v2.0.6; Command:"featureCounts" "-p" "-B" "-C" "-O" "-t" "gene" "-g" "locus_tag" "-a" "reference/S_aureus.gff" "-o" "counts/count.txt" "IGV/SRR20959676_GSM6435908_C-PJI04_Staphylococcus_aureus_RNA-Seq_sorted.bam" "IGV/SRR20959677_GSM6435907_C-PJI03_Staphylococcus_aureus_RNA-Seq_sorted.bam" "IGV/SRR20959678_GSM6435906_C-PJI02_Staphylococcus_aureus_RNA-Seq_sorted.bam" "IGV/SRR20959679_GSM6435905_C-PJI01_Staphylococcus_aureus_RNA-Seq_sorted.bam" "IGV/SRR20959680_GSM6435904_A-PJI04_Staphylococcus_aureus_RNA-Seq_sorted.bam" "IGV/SRR20959681_GSM6435903_A-PJI03_Staphylococcus_aureus_RNA-Seq_sorted.bam" "IGV/SRR20959682_GSM6435902_A-PJI02_Staphylococcus_aureus_RNA-Seq_sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	IGV/SRR20959676_GSM6435908_C-PJI04_Staphylococcus_aureus_RNA-Seq_sorted.bam	IGV/SRR20959677_GSM6435907_C-PJI03_Staphylococcus_aureus_RNA-Seq_sorted.bam	IGV/SRR20959678_GSM6435906_C-PJI02_Staphylococcus_aureus_RNA-Seq_sorted.bam	IGV/SRR20959679_GSM6435905_C-PJI01_Staphylococcus_aureus_RNA-Seq_sorted.bam	IGV/SRR20959680_GSM6435904_A-PJI04_Staphylococcus_aureus_RNA-Seq_sorted.bam	IGV/SRR20959681_GSM6435903_A-PJI03_Staphylococcus_aureus_RNA-Seq_sorted.bam	IGV/SRR20959682_GSM6435902_A-PJI02_Staphylococcus_aureus_RNA-Seq_sorted.bam
SAOUHSC_02305	NC_007795.1	2135553	2136701	-	1149	224	56	80	186	111	130	363
SAOUHSC_02306	NC_007795.1	2136767	2137126	-	360	16	18	0	6	2	8	59
SAOUHSC_02307	NC_007795.1	2137130	2137621	-	492	78	31	24	68	104	53	156
SAOUHSC_02308	NC_007795.1	2137608	2139191	-	1584	92	38	124	57	73	76	306
SAOUHSC_02309	NC_007795.1	2139184	2139663	-	480	5	17	25	3	6	7	27
SAOUHSC_02310	NC_007795.1	2139872	2140432	-	561	22	0	0	20	14	22	32
SAOUHSC_02311	NC_007795.1	2140452	2142425	-	1974	26	7	8	33	25	26	139
SAOUHSC_02312	NC_007795.1	2142498	2144174	-	1677	1	1	2	20	5	0	34
SAOUHSC_02313	NC_007795.1	2144198	2144308	-	111	0	0	0	0	0	0	0
SAOUHSC_02314	NC_007795.1	2144446	2147103	+	2658	28	2	7	68	22	38	298
SAOUHSC_02315	NC_007795.1	2147103	2147798	+	696	2	0	4	0	0	0	124
SAOUHSC_02316	NC_007795.1	2148167	2149687	-	1521	62	10	54	50	43	41	312
SAOUHSC_02317	NC_007795.1	2150204	2151562	-	1359	389	81	280	48	195	106	534
SAOUHSC_02318	NC_007795.1	2151577	2152647	-	1071	161	28	127	66	127	59	812
SAOUHSC_02319	NC_007795.1	2152965	2154167	+	1203	157	63	77	107	129	102	179
SAOUHSC_02320	NC_007795.1	2154431	2154568	-	138	109	0	6	6	8	2	17
SAOUHSC_02321	NC_007795.1	2154696	2154905	-	210	0	0	0	0	0	2	3
SAOUHSC_02322	NC_007795.1	2154917	2155210	-	294	0	0	0	6	0	2	9
SAOUHSC_02323	NC_007795.1	2155376	2156860	+	1485	248	34	403	120	123	51	665
SAOUHSC_02324	NC_007795.1	2156888	2157535	+	648	115	22	222	57	62	15	172
SAOUHSC_02325	NC_007795.1	2157595	2157702	-	108	19	0	18	20	8	0	7
SAOUHSC_02326	NC_007795.1	2157710	2157802	-	93	12	0	13	40	18	0	2
SAOUHSC_02327	NC_007795.1	2158348	2159220	-	873	314	85	241	240	176	155	361
SAOUHSC_02328	NC_007795.1	2159306	2159947	-	642	25	6	14	0	12	3	14
SAOUHSC_02329	NC_007795.1	2159949	2160740	-	792	6	0	4	5	2	0	0
SAOUHSC_02330	NC_007795.1	2160724	2161554	-	831	16	0	0	4	6	1	22
SAOUHSC_02331	NC_007795.1	2161547	2162236	-	690	21	0	2	0	1	2	0
SAOUHSC_02332	NC_007795.1	2162336	2162467	-	132	0	3	0	2	0	0	0
SAOUHSC_02333	NC_007795.1	2162622	2163317	-	696	25	12	0	20	32	0	27
SAOUHSC_02334	NC_007795.1	2163706	2164101	-	396	5	2	48	17	10	2	24
SAOUHSC_02335	NC_007795.1	2164232	2164735	+	504	9	2	0	22	10	0	6
SAOUHSC_02336	NC_007795.1	2164794	2165234	-	441	25	4	22	21	17	5	32
SAOUHSC_02337	NC_007795.1	2165268	2166533	-	1266	57	2	18	53	35	24	84
SAOUHSC_02338	NC_007795.1	2166644	2166877	-	234	0	0	0	0	0	1	2
SAOUHSC_02339	NC_007795.1	2167009	2167101	-	93	1	0	0	0	0	0	0
SAOUHSC_02340	NC_007795.1	2167439	2167843	-	405	730	90	289	125	221	157	1312
SAOUHSC_02341	NC_007795.1	2167863	2169275	-	1413	5764	594	1117	2178	2357	1401	5305
SAOUHSC_02343	NC_007795.1	2169297	2170163	-	867	1394	214	297	633	878	356	2401
SAOUHSC_02345	NC_007795.1	2170194	2171702	-	1509	3676	528	759	2173	2188	1275	4797
SAOUHSC_02346	NC_007795.1	2171724	2172263	-	540	601	89	230	275	474	294	1235
SAOUHSC_02347	NC_007795.1	2172263	2172784	-	522	1272	235	473	1009	710	437	2479
SAOUHSC_02349	NC_007795.1	2172982	2173194	-	213	183	83	116	161	139	99	610
SAOUHSC_02350	NC_007795.1	2173237	2173965	-	729	1369	419	461	2089	1042	503	8329
SAOUHSC_02351	NC_007795.1	2173986	2174438	-	453	339	232	160	525	647	250	1152
SAOUHSC_02352	NC_007795.1	2174506	2175633	-	1128	4912	1698	2808	6462	5301	2046	16425
SAOUHSC_02353	NC_007795.1	2175657	2176286	-	630	4151	1341	2495	5681	4832	1690	9402
SAOUHSC_02354	NC_007795.1	2176314	2177552	-	1239	3489	908	1225	5106	2946	1363	4822
SAOUHSC_02355	NC_007795.1	2177579	2178103	-	525	2389	2336	3182	7364	4988	1546	4362
SAOUHSC_02356	NC_007795.1	2178210	2178629	-	420	18	0	6	8	9	4	48
SAOUHSC_02357	NC_007795.1	2178626	2179723	-	1098	48	18	2056	30	14	13	104
SAOUHSC_02358	NC_007795.1	2179756	2180508	-	753	76	9	21	74	33	36	314
SAOUHSC_02359	NC_007795.1	2180579	2181655	-	1077	135	29	45	71	115	70	415
SAOUHSC_02360	NC_007795.1	2181656	2182255	-	600	36	0	36	44	26	16	108
SAOUHSC_02361	NC_007795.1	2182602	2182856	-	255	8	0	16	10	8	4	22
SAOUHSC_02362	NC_007795.1	2182974	2184290	-	1317	149	36	12	141	210	96	515
SAOUHSC_02363	NC_007795.1	2184537	2185964	-	1428	3444	178	321	1114	1232	2674	712
SAOUHSC_02364	NC_007795.1	2186202	2186537	-	336	728	554	165	262	465	305	364
SAOUHSC_02365	NC_007795.1	2186626	2187885	-	1260	406	100	117	197	155	196	598
SAOUHSC_02366	NC_007795.1	2188351	2189211	-	861	1227	123	190	1160	428	208	2510
SAOUHSC_02367	NC_007795.1	2189429	2189950	+	522	0	0	3	2	0	2	0
SAOUHSC_02368	NC_007795.1	2190059	2191669	-	1611	44	12	33	99	17	28	216
SAOUHSC_02369	NC_007795.1	2192005	2192535	-	531	1	0	5	0	0	2	3
SAOUHSC_02370	NC_007795.1	2192647	2193507	-	861	3	3	46	7	4	4	97
SAOUHSC_02371	NC_007795.1	2193931	2194734	+	804	326	72	56	266	251	78	240
SAOUHSC_02372	NC_007795.1	2194864	2195535	-	672	2	0	6	0	3	1	14
SAOUHSC_02373	NC_007795.1	2195934	2197127	-	1194	21	0	7	16	21	13	98
SAOUHSC_02374	NC_007795.1	2197127	2198311	-	1185	38	9	10	14	20	16	59
SAOUHSC_02375	NC_007795.1	2198622	2199092	+	471	45	25	23	30	28	7	32
SAOUHSC_02376	NC_007795.1	2199244	2199594	-	351	174	56	480	230	184	288	160
SAOUHSC_02377	NC_007795.1	2199608	2200909	-	1302	444	75	616	881	490	434	1296
SAOUHSC_02378	NC_007795.1	2200893	2201021	+	129	8	2	2	31	2	8	29
SAOUHSC_02379	NC_007795.1	2201188	2201850	-	663	206	16	101	976	382	41	166
SAOUHSC_02380	NC_007795.1	2202165	2202875	+	711	79	6	123	81	73	41	348
SAOUHSC_02381	NC_007795.1	2202996	2203439	-	444	650	23	160	36	140	16	584
SAOUHSC_02382	NC_007795.1	2203639	2204052	-	414	1	0	27	0	0	0	32
SAOUHSC_02383	NC_007795.1	2204510	2205883	-	1374	34	0	12	29	23	16	116
SAOUHSC_02384	NC_007795.1	2206555	2206785	-	231	10	0	14	2	10	3	10
SAOUHSC_02385	NC_007795.1	2206816	2207673	-	858	224	27	58	49	40	74	51
SAOUHSC_02386	NC_007795.1	2207609	2207833	-	225	55	3	15	17	8	24	14
SAOUHSC_02387	NC_007795.1	2208190	2208855	-	666	21	0	12	0	4	2	10
SAOUHSC_02388	NC_007795.1	2209007	2209327	+	321	48	24	18	53	24	13	154
SAOUHSC_02389	NC_007795.1	2209329	2210309	+	981	122	78	36	108	66	42	246
SAOUHSC_02390	NC_007795.1	2210575	2211666	+	1092	6	6	26	20	11	8	10
SAOUHSC_02391	NC_007795.1	2212109	2212213	-	105	1542	466	1428	4	416	407	5408
SAOUHSC_02393	NC_007795.1	2212900	2214036	-	1137	0	0	1	1	2	2	3
SAOUHSC_02394	NC_007795.1	2214325	2214417	+	93	0	0	0	0	0	0	0
SAOUHSC_02396	NC_007795.1	2215122	2215979	-	858	184	29	78	70	81	68	84
SAOUHSC_02397	NC_007795.1	2216047	2216829	-	783	80	22	0	34	52	12	10
SAOUHSC_02399	NC_007795.1	2217061	2218866	-	1806	17233	1342	5893	4022	4828	4865	8930
SAOUHSC_02400	NC_007795.1	2219547	2221085	+	1539	45	7	44	38	14	23	48
SAOUHSC_02401	NC_007795.1	2221120	2223252	+	2133	109	26	26	67	42	33	92
SAOUHSC_02402	NC_007795.1	2223264	2223698	+	435	29	5	18	4	56	14	40
SAOUHSC_02403	NC_007795.1	2223698	2224804	+	1107	209	34	146	30	87	58	78
SAOUHSC_02404	NC_007795.1	2225123	2232559	-	7437	135	42	151	46	95	90	720
SAOUHSC_02405	NC_007795.1	2232836	2234191	-	1356	744	62	830	416	240	201	548
SAOUHSC_02406	NC_007795.1	2234218	2235150	-	933	173	23	47	72	75	63	98
SAOUHSC_02407	NC_007795.1	2235152	2235961	-	810	330	10	76	156	150	88	240
SAOUHSC_02409	NC_007795.1	2236150	2237058	-	909	48	8	12	44	72	38	53
SAOUHSC_02411	NC_007795.1	2238622	2238726	+	105	5	0	0	9	4	6	31
SAOUHSC_T00037	NC_007795.1	2238714	2238789	-	76	20	0	0	31	15	12	67
SAOUHSC_02412	NC_007795.1	2238752	2238868	-	117	84	0	7	93	39	20	155
SAOUHSC_T00017	NC_007795.1	2238793	2238867	-	75	84	0	7	93	39	20	155
SAOUHSC_T00058	NC_007795.1	2238877	2238960	-	84	93	4	12	100	41	16	145
SAOUHSC_T00061	NC_007795.1	2238990	2239065	-	76	40	4	10	33	14	4	62
SAOUHSC_T00020	NC_007795.1	2239073	2239144	-	72	32	2	0	19	4	0	55
SAOUHSC_T00010	NC_007795.1	2239146	2239220	-	75	8	0	0	7	2	0	34
SAOUHSC_R00015	NC_007795.1	2239231	2239345	-	115	0	0	0	0	0	0	7
SAOUHSC_R00010	NC_007795.1	2239418	2242340	-	2923	5	0	0	2	6	12	1
SAOUHSC_T00029	NC_007795.1	2242631	2242707	-	77	81	6	9	29	21	101	100
SAOUHSC_R0005	NC_007795.1	2242800	2244356	-	1557	23	7	2	10	25	4	18
SAOUHSC_02416	NC_007795.1	2244539	2244724	-	186	0	0	0	0	0	0	0
SAOUHSC_02418	NC_007795.1	2246027	2247469	-	1443	18	8	0	12	65	74	108
SAOUHSC_02419	NC_007795.1	2247791	2248264	-	474	2	8	0	0	2	1	0
SAOUHSC_02420	NC_007795.1	2248363	2249706	-	1344	34	30	0	26	62	30	42
SAOUHSC_02422	NC_007795.1	2249883	2250566	-	684	64	31	24	61	53	36	16
SAOUHSC_02423	NC_007795.1	2250585	2251772	-	1188	36	34	22	47	157	26	90
SAOUHSC_02424	NC_007795.1	2251816	2252331	-	516	82	46	69	31	34	26	200
SAOUHSC_02425	NC_007795.1	2252508	2252768	+	261	314	34	172	48	124	38	135
SAOUHSC_02426	NC_007795.1	2252900	2254093	-	1194	68	2	70	56	96	32	312
SAOUHSC_02427	NC_007795.1	2254506	2255474	-	969	12	5	6	6	42	6	156
SAOUHSC_02428	NC_007795.1	2255471	2256502	-	1032	24	24	6	62	18	6	129
SAOUHSC_02430	NC_007795.1	2256514	2257497	-	984	4	4	0	8	7	7	53
SAOUHSC_02432	NC_007795.1	2257663	2257788	+	126	0	0	0	0	0	0	0
SAOUHSC_02433	NC_007795.1	2257889	2258959	-	1071	0	1	10	2	8	0	28
SAOUHSC_02434	NC_007795.1	2258966	2260723	-	1758	134	14	92	295	148	128	242
SAOUHSC_02435	NC_007795.1	2260710	2261903	-	1194	24	21	24	502	76	27	73
SAOUHSC_02436	NC_007795.1	2262005	2263981	+	1977	77	38	52	769	93	22	195
SAOUHSC_02441	NC_007795.1	2266097	2266606	-	510	338	280	682	471	411	727	428
SAOUHSC_02442	NC_007795.1	2266669	2266908	-	240	243	98	605	420	237	856	639
SAOUHSC_02443	NC_007795.1	2266921	2267457	-	537	2204	631	4634	3351	1703	1958	2863
SAOUHSC_02444	NC_007795.1	2267632	2269194	-	1563	252	132	324	549	515	816	217
SAOUHSC_02445	NC_007795.1	2269501	2270502	-	1002	402	102	158	217	347	135	294
SAOUHSC_02447	NC_007795.1	2270736	2271737	-	1002	3313	710	2005	3124	3037	1669	4115
SAOUHSC_02448	NC_007795.1	2272020	2272904	-	885	37	30	125	43	21	50	74
SAOUHSC_02449	NC_007795.1	2273155	2274567	-	1413	430	26	52	56	94	38	56
SAOUHSC_02450	NC_007795.1	2274585	2276297	-	1713	77	2	76	12	32	39	110
SAOUHSC_02451	NC_007795.1	2276303	2276614	-	312	0	0	2	20	10	8	0
SAOUHSC_02452	NC_007795.1	2276636	2277616	-	981	92	5	6	17	14	2	20
SAOUHSC_02453	NC_007795.1	2277620	2278552	-	933	44	2	10	20	23	8	27
SAOUHSC_02454	NC_007795.1	2278565	2279080	-	516	66	0	0	8	4	0	6
SAOUHSC_02455	NC_007795.1	2279096	2279524	-	429	16	0	0	0	2	4	20
SAOUHSC_02456	NC_007795.1	2279892	2280683	-	792	1	4	0	1	6	0	2
SAOUHSC_02457	NC_007795.1	2280889	2281629	+	741	150	98	10	277	292	48	906
SAOUHSC_A02331	NC_007795.1	2281666	2281827	+	162	0	0	0	2	0	9	0
SAOUHSC_02458	NC_007795.1	2281920	2282528	-	609	0	0	10	0	0	16	0
SAOUHSC_02459	NC_007795.1	2282790	2282915	-	126	0	0	0	0	0	0	0
SAOUHSC_02460	NC_007795.1	2283135	2283983	-	849	272	24	46	7	66	38	76
SAOUHSC_02461	NC_007795.1	2284053	2284469	-	417	5	0	4	4	2	3	11
SAOUHSC_02462	NC_007795.1	2284713	2284880	+	168	0	0	6	0	2	0	0
SAOUHSC_02463	NC_007795.1	2284877	2287300	+	2424	17	0	65	2	14	5	28
SAOUHSC_02464	NC_007795.1	2287360	2288214	-	855	2	26	24	10	1	0	0
SAOUHSC_02465	NC_007795.1	2288425	2289240	-	816	0	1	1	5	2	0	1
SAOUHSC_02467	NC_007795.1	2290323	2291027	-	705	14	1	6	40	46	18	4
SAOUHSC_02468	NC_007795.1	2291064	2292728	-	1665	114	62	32	285	322	5	17
SAOUHSC_02469	NC_007795.1	2292961	2293200	+	240	2	2	2	3	3	0	2
SAOUHSC_02470	NC_007795.1	2293182	2293364	-	183	0	1	0	1	2	0	0
SAOUHSC_02471	NC_007795.1	2293918	2295324	-	1407	2	0	0	1	0	0	1
SAOUHSC_02472	NC_007795.1	2295453	2296589	-	1137	0	0	0	0	0	0	0
SAOUHSC_02473	NC_007795.1	2296590	2296682	-	93	0	0	0	0	0	0	0
SAOUHSC_02474	NC_007795.1	2296639	2297334	-	696	0	0	0	0	0	0	0
SAOUHSC_02475	NC_007795.1	2297395	2297688	-	294	0	0	0	0	0	0	0
SAOUHSC_02476	NC_007795.1	2297685	2298782	-	1098	0	0	0	0	0	2	0
SAOUHSC_02477	NC_007795.1	2299327	2299725	-	399	142	10	10	65	36	25	1458
SAOUHSC_02478	NC_007795.1	2299739	2300176	-	438	255	44	66	155	115	96	2073
SAOUHSC_02480	NC_007795.1	2300416	2301219	-	804	627	76	291	132	274	357	1838
SAOUHSC_02481	NC_007795.1	2301224	2302030	-	807	153	75	114	27	117	161	600
SAOUHSC_02482	NC_007795.1	2302020	2302880	-	861	500	73	83	122	352	215	1842
SAOUHSC_02483	NC_007795.1	2302877	2303686	-	810	331	78	97	66	142	178	604
SAOUHSC_02484	NC_007795.1	2304224	2304592	-	369	539	202	713	636	491	305	3456
SAOUHSC_02485	NC_007795.1	2304609	2305553	-	945	2975	391	764	2433	1857	1195	5801
SAOUHSC_02486	NC_007795.1	2305628	2306017	-	390	990	133	378	906	716	419	2443
SAOUHSC_02487	NC_007795.1	2306041	2306406	-	366	655	86	248	436	418	252	1999
SAOUHSC_02488	NC_007795.1	2306429	2306542	-	114	1	0	8	4	0	0	8
SAOUHSC_02489	NC_007795.1	2306574	2306792	-	219	115	25	62	66	72	47	197
SAOUHSC_02490	NC_007795.1	2306985	2307632	-	648	1459	275	914	1318	877	609	3416
SAOUHSC_02491	NC_007795.1	2307649	2308941	-	1293	6945	1943	7178	9286	6075	4694	23539
SAOUHSC_02492	NC_007795.1	2308941	2309381	-	441	1064	152	451	969	845	573	1655
SAOUHSC_02493	NC_007795.1	2309398	2309577	-	180	260	75	52	204	302	230	1157
SAOUHSC_02494	NC_007795.1	2309594	2310094	-	501	973	83	298	914	732	519	2459
SAOUHSC_02495	NC_007795.1	2310115	2310474	-	360	226	4	128	198	128	128	702
SAOUHSC_02496	NC_007795.1	2310505	2311041	-	537	331	98	243	218	298	211	1140
SAOUHSC_02498	NC_007795.1	2311066	2311464	-	399	176	41	27	136	110	99	728
SAOUHSC_02499	NC_007795.1	2311496	2311681	-	186	218	18	16	151	118	122	381
SAOUHSC_02500	NC_007795.1	2311704	2312243	-	540	367	43	116	255	310	290	941
SAOUHSC_02501	NC_007795.1	2312270	2312587	-	318	127	33	27	54	93	55	348
SAOUHSC_02502	NC_007795.1	2312623	2312991	-	369	1126	131	413	911	658	482	1720
SAOUHSC_02503	NC_007795.1	2313023	2313286	-	264	38	19	26	33	54	57	141
SAOUHSC_02504	NC_007795.1	2313310	2313519	-	210	35	9	44	42	60	33	94
SAOUHSC_02505	NC_007795.1	2313509	2313943	-	435	346	46	51	294	217	145	727
SAOUHSC_02506	NC_007795.1	2313946	2314599	-	654	642	132	255	538	414	257	1795
SAOUHSC_02507	NC_007795.1	2314623	2314976	-	354	473	94	250	309	264	198	1786
SAOUHSC_02508	NC_007795.1	2315005	2315283	-	279	27	0	0	2	10	12	54
SAOUHSC_02509	NC_007795.1	2315350	2316183	-	834	2159	214	447	1472	1065	780	3199
SAOUHSC_02510	NC_007795.1	2316216	2316491	-	276	192	3	46	117	94	67	346
SAOUHSC_02511	NC_007795.1	2316491	2317114	-	624	1392	172	236	1106	1224	877	2212
SAOUHSC_02512	NC_007795.1	2317141	2317803	-	663	875	89	184	704	508	300	1644
SAOUHSC_02512a	NC_007795.1	2317831	2318139	-	309	180	4	60	212	142	142	769
SAOUHSC_02515	NC_007795.1	2318496	2318885	+	390	206	810	1142	628	1280	1202	7
SAOUHSC_02516	NC_007795.1	2319077	2320255	-	1179	129	96	111	62	134	51	356
SAOUHSC_02517	NC_007795.1	2320524	2322659	-	2136	218	97	262	126	222	222	817
SAOUHSC_02518	NC_007795.1	2322685	2322780	-	96	0	0	0	0	1	0	0
SAOUHSC_02519	NC_007795.1	2322846	2323733	+	888	16	10	43	2	30	8	20
SAOUHSC_02520	NC_007795.1	2323914	2324777	+	864	24	8	100	29	14	16	219
SAOUHSC_02521	NC_007795.1	2324894	2325025	-	132	6	0	12	0	8	3	8
SAOUHSC_02522	NC_007795.1	2325196	2326086	-	891	8	3	48	2	6	1	80
SAOUHSC_02523	NC_007795.1	2326237	2326401	+	165	1	9	13	7	4	1	9
SAOUHSC_02524	NC_007795.1	2326646	2326963	+	318	0	4	8	0	0	2	0
SAOUHSC_02525	NC_007795.1	2327150	2330317	-	3168	725	142	444	184	577	253	1456
SAOUHSC_02527	NC_007795.1	2330434	2331699	-	1266	51	1	107	22	12	26	44
SAOUHSC_02528	NC_007795.1	2332088	2332339	+	252	0	2	24	0	0	10	8
SAOUHSC_02529	NC_007795.1	2332331	2333095	-	765	3	8	39	10	8	14	19
SAOUHSC_02530	NC_007795.1	2333257	2333697	+	441	1	0	9	4	0	2	8
SAOUHSC_02531	NC_007795.1	2333690	2334901	+	1212	22	0	8	14	4	11	56
SAOUHSC_02532	NC_007795.1	2335005	2335355	-	351	0	0	0	0	0	0	0
SAOUHSC_02533	NC_007795.1	2335481	2335651	+	171	0	0	4	0	6	3	0
SAOUHSC_02534	NC_007795.1	2335708	2335851	-	144	32	0	0	0	2	5	9
SAOUHSC_02535	NC_007795.1	2335823	2335942	-	120	42	2	0	8	10	4	16
SAOUHSC_02536	NC_007795.1	2336046	2337068	-	1023	376	185	711	116	203	356	590
SAOUHSC_02537	NC_007795.1	2337088	2337687	-	600	407	98	251	118	240	389	169
SAOUHSC_02538	NC_007795.1	2337694	2337927	-	234	34	12	10	10	28	258	33
SAOUHSC_02540	NC_007795.1	2337933	2338379	-	447	63	44	16	44	128	68	76
SAOUHSC_02541	NC_007795.1	2338393	2338878	-	486	53	14	6	52	65	70	224
SAOUHSC_02542	NC_007795.1	2338875	2340134	-	1260	566	214	192	626	722	368	273
SAOUHSC_02543	NC_007795.1	2340197	2340691	+	495	745	339	482	1189	875	405	898
SAOUHSC_02544	NC_007795.1	2340693	2341199	-	507	66	68	14	264	322	53	118
SAOUHSC_02545	NC_007795.1	2341230	2342234	-	1005	97	49	37	32	129	56	70
SAOUHSC_02546	NC_007795.1	2342404	2343009	-	606	16	36	18	43	52	10	8
SAOUHSC_02547	NC_007795.1	2343010	2343681	-	672	69	54	105	67	133	124	85
SAOUHSC_02549	NC_007795.1	2343695	2344477	-	783	3	3	2	9	15	19	9
SAOUHSC_02550	NC_007795.1	2344767	2345564	+	798	112	20	46	16	40	54	64
SAOUHSC_02551	NC_007795.1	2345736	2346506	-	771	2	10	2	1	2	8	20
SAOUHSC_02552	NC_007795.1	2346578	2347132	-	555	6	0	0	4	6	18	10
SAOUHSC_02553	NC_007795.1	2347253	2348194	-	942	10	8	2	12	22	32	13
SAOUHSC_02554	NC_007795.1	2348593	2349501	-	909	2	8	2	0	3	4	8
SAOUHSC_02557	NC_007795.1	2351097	2351987	-	891	2	0	0	0	1	0	3
SAOUHSC_02558	NC_007795.1	2352262	2352564	+	303	0	0	0	0	2	8	0
SAOUHSC_02559	NC_007795.1	2352578	2352988	+	411	13	0	0	2	0	0	1
SAOUHSC_02561	NC_007795.1	2352985	2354700	+	1716	205	16	33	59	70	12	66
SAOUHSC_02562	NC_007795.1	2354713	2355165	+	453	25	0	1	2	5	1	12
SAOUHSC_02563	NC_007795.1	2355158	2355847	+	690	14	4	28	5	11	15	11
SAOUHSC_02564	NC_007795.1	2355860	2356474	+	615	20	0	6	16	10	6	41
SAOUHSC_02565	NC_007795.1	2356474	2357310	+	837	22	2	0	11	9	29	27
SAOUHSC_02566	NC_007795.1	2357499	2357846	-	348	1	0	12	8	0	0	8
SAOUHSC_02568	NC_007795.1	2358274	2358600	-	327	0	0	0	0	0	0	0
SAOUHSC_02569	NC_007795.1	2358664	2359407	-	744	0	10	0	0	0	2	1
SAOUHSC_02570	NC_007795.1	2359433	2361388	-	1956	11	26	112	0	16	10	4
SAOUHSC_02571	NC_007795.1	2361998	2362801	+	804	376	86	46	356	314	137	164
SAOUHSC_02572	NC_007795.1	2362818	2363060	-	243	22	4	2	8	32	0	0
SAOUHSC_02573	NC_007795.1	2363234	2364634	-	1401	14	0	32	24	4	14	70
SAOUHSC_02574	NC_007795.1	2364729	2365811	-	1083	26	0	14	15	2	2	13
SAOUHSC_02575	NC_007795.1	2366059	2366481	+	423	0	0	1	0	0	0	1
SAOUHSC_02576	NC_007795.1	2366718	2367218	+	501	90	16	0	118	90	36	126
SAOUHSC_02577	NC_007795.1	2367580	2368533	+	954	968	94	1075	499	462	290	1124
SAOUHSC_02579	NC_007795.1	2368625	2369749	-	1125	76	4	26	29	35	18	40
SAOUHSC_02580	NC_007795.1	2370060	2370698	-	639	8	0	7	8	10	2	12
SAOUHSC_A02450	NC_007795.1	2370858	2371091	-	234	0	0	0	0	2	8	0
SAOUHSC_02581	NC_007795.1	2371319	2371792	-	474	469	51	215	94	134	141	184
SAOUHSC_02582	NC_007795.1	2371792	2374746	-	2955	11213	1648	475	2731	3495	2491	698
SAOUHSC_02583	NC_007795.1	2375348	2376271	-	924	1180	106	260	388	344	548	1428
SAOUHSC_02584	NC_007795.1	2376428	2377225	-	798	72	4	38	18	32	22	26
SAOUHSC_02585	NC_007795.1	2377610	2378302	+	693	73	52	112	22	42	50	61
SAOUHSC_02587	NC_007795.1	2378949	2379686	-	738	2	20	21	6	18	10	17
SAOUHSC_02588	NC_007795.1	2379735	2380064	+	330	2	0	10	0	0	0	2
SAOUHSC_02589	NC_007795.1	2380509	2381381	+	873	118	24	70	16	36	30	135
SAOUHSC_02590	NC_007795.1	2381768	2383147	-	1380	382	139	163	203	224	186	160
SAOUHSC_02591	NC_007795.1	2383427	2383783	+	357	5	2	5	4	6	4	5
SAOUHSC_02592	NC_007795.1	2383780	2383965	+	186	2	0	9	2	8	3	3
SAOUHSC_02593	NC_007795.1	2384061	2384252	-	192	4	4	1	6	18	5	5
SAOUHSC_02594	NC_007795.1	2384263	2384898	-	636	153	32	116	93	143	98	157
SAOUHSC_02595	NC_007795.1	2384973	2385890	-	918	4	0	12	0	4	2	18
SAOUHSC_02596	NC_007795.1	2386157	2386687	+	531	4	4	28	0	0	6	4
SAOUHSC_02597	NC_007795.1	2386753	2388357	-	1605	36	10	36	46	28	36	161
SAOUHSC_02599	NC_007795.1	2388687	2389451	+	765	18	0	0	0	10	0	18
SAOUHSC_02600	NC_007795.1	2389509	2390015	-	507	0	4	2	0	1	1	19
SAOUHSC_02603	NC_007795.1	2391720	2392289	-	570	0	6	10	2	0	4	20
SAOUHSC_02604	NC_007795.1	2392776	2393657	-	882	1145	56	208	1084	820	504	537
SAOUHSC_02605	NC_007795.1	2393768	2394889	-	1122	44	11	20	141	62	8	158
SAOUHSC_02606	NC_007795.1	2395166	2396404	-	1239	604	10	264	18813	106	80	446
SAOUHSC_02607	NC_007795.1	2396404	2398065	-	1662	207	6	195	23786	134	48	118
SAOUHSC_02608	NC_007795.1	2398225	2399109	+	885	22	0	4	0	0	2	0
SAOUHSC_02609	NC_007795.1	2399531	2399950	+	420	2	2	0	0	2	4	4
SAOUHSC_02610	NC_007795.1	2400206	2401141	-	936	2060	334	319	1424	1116	566	1956
SAOUHSC_02611	NC_007795.1	2401431	2402690	+	1260	18	8	4	34	16	8	69
SAOUHSC_02612	NC_007795.1	2402756	2403442	-	687	0	0	0	0	4	8	22
SAOUHSC_02613	NC_007795.1	2403616	2404269	+	654	48	0	30	11	16	8	63
SAOUHSC_02614	NC_007795.1	2404505	2405524	-	1020	25	0	18	8	1	4	62
SAOUHSC_02615	NC_007795.1	2405554	2405880	-	327	3	0	0	0	0	0	7
